,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
324,309,Donovan Mitchell,SG,26,CLE,33,33,36.3,9.8,20.2,.484,3.8,9.2,.411,6.0,11.0,.545,.577,4.8,5.4,.877,0.9,2.9,3.8,4.6,1.5,0.3,3.0,2.6,28.0,2023
325,310,Evan Mobley,PF,21,CLE,36,36,34.0,5.9,10.5,.557,0.3,1.1,.220,5.6,9.4,.598,.569,2.6,3.6,.710,2.5,6.4,8.9,2.8,0.8,1.3,2.0,2.8,14.6,2023
326,311,Isaiah Mobley,PF,23,CLE,8,0,3.3,0.5,1.0,.500,0.1,0.3,.500,0.4,0.8,.500,.563,0.0,0.0,,0.1,1.3,1.4,0.0,0.1,0.0,0.0,0.3,1.1,2023
327,312,Chima Moneke,SF,27,SAC,2,0,4.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,1.0,.000,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,2023
328,313,Malik Monk,SG,24,SAC,34,0,23.2,5.0,11.2,.450,1.9,5.6,.328,3.2,5.5,.574,.533,2.6,2.8,.906,0.4,1.9,2.3,3.9,0.6,0.1,2.0,1.6,14.5,2023
329,314,Moses Moody,SG,20,GSW,32,3,15.5,1.8,4.1,.450,1.0,2.5,.383,0.9,1.6,.560,.569,0.7,0.8,.808,0.4,1.3,1.7,0.8,0.4,0.2,0.7,1.0,5.3,2023
330,315,Wendell Moore Jr.,SG,21,MIN,16,2,6.0,0.8,1.8,.464,0.1,0.8,.167,0.7,1.0,.688,.500,0.3,0.3,.800,0.1,0.7,0.8,0.5,0.3,0.2,0.4,0.7,2.0,2023
331,316,Ja Morant,PG,23,MEM,30,30,32.4,9.5,20.9,.455,1.7,5.3,.314,7.8,15.6,.503,.495,6.3,8.4,.747,1.2,4.9,6.1,8.1,1.0,0.2,3.7,1.8,27.0,2023
332,317,Marcus Morris,PF,33,LAC,35,35,29.9,5.0,11.2,.444,2.1,5.5,.383,2.9,5.7,.503,.538,1.3,1.7,.810,0.5,4.5,5.0,1.8,0.7,0.5,0.9,2.3,13.4,2023
333,318,Markieff Morris,PF,33,BRK,19,1,11.4,1.4,3.2,.443,1.0,2.1,.487,0.4,1.2,.364,.598,0.3,0.3,1.000,0.5,1.8,2.3,1.0,0.3,0.2,0.6,1.2,4.2,2023
334,319,Monte Morris,PG,27,WAS,32,32,28.7,3.8,8.3,.458,1.3,3.3,.383,2.5,4.9,.510,.536,1.1,1.4,.773,0.4,3.0,3.3,5.4,0.8,0.2,0.9,1.6,9.9,2023
335,320,Trey Murphy III,SF,22,NOP,33,23,28.4,4.3,8.8,.486,2.4,5.5,.426,1.9,3.2,.589,.621,1.9,2.1,.914,1.0,3.2,4.2,1.4,1.1,0.5,0.8,2.1,12.8,2023
336,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
337,321,Dejounte Murray,SG,26,ATL,31,31,36.1,8.1,18.1,.447,2.0,5.7,.350,6.1,12.4,.491,.502,2.3,2.7,.835,0.7,4.7,5.4,6.3,1.7,0.4,2.5,1.6,20.5,2023
338,322,Jamal Murray,PG,25,DEN,29,29,31.8,6.6,15.1,.438,2.0,5.5,.358,4.7,9.6,.484,.503,3.0,3.7,.796,0.5,3.3,3.9,5.7,0.9,0.2,2.1,1.3,18.2,2023
339,323,Keegan Murray,SF,22,SAC,32,30,28.6,4.2,9.8,.425,2.2,5.8,.384,1.9,4.0,.484,.538,1.0,1.3,.762,0.8,2.9,3.8,0.8,0.8,0.6,1.1,2.0,11.5,2023
340,324,Mike Muscala,C,31,OKC,26,1,13.6,1.9,4.5,.427,1.1,3.1,.363,0.8,1.4,.568,.551,0.8,1.0,.808,0.5,2.7,3.1,0.9,0.2,0.5,0.3,1.6,5.8,2023
341,325,Svi Mykhailiuk,SF,25,NYK,11,0,3.5,0.5,1.1,.500,0.5,0.9,.600,0.0,0.2,.000,.750,0.3,0.5,.600,0.0,0.6,0.6,0.1,0.1,0.0,0.2,0.1,1.9,2023
342,326,Larry Nance Jr.,PF,30,NOP,29,0,22.8,3.7,5.8,.641,0.3,0.9,.400,3.3,4.9,.683,.671,0.8,1.1,.727,1.7,3.9,5.6,1.8,1.0,0.8,0.9,2.3,8.6,2023
343,327,Andrew Nembhard,SG,23,IND,32,23,26.5,3.2,6.8,.466,1.3,3.4,.380,1.9,3.5,.550,.559,0.4,0.5,.875,0.4,2.7,3.1,3.8,1.0,0.2,1.5,2.8,8.1,2023
344,328,Aaron Nesmith,SF,23,IND,32,20,22.8,3.3,7.6,.439,1.5,4.2,.368,1.8,3.5,.523,.539,1.3,1.4,.889,0.8,2.8,3.6,1.3,0.7,0.5,0.9,3.3,9.5,2023
345,329,Raul Neto,PG,30,CLE,23,0,9.2,1.0,2.0,.478,0.3,0.8,.316,0.7,1.2,.593,.543,0.4,0.5,.833,0.1,0.7,0.8,1.3,0.4,0.0,0.3,0.9,2.6,2023
346,330,Georges Niang,PF,29,PHI,33,0,20.2,3.2,7.3,.434,2.2,5.6,.400,0.9,1.7,.544,.587,0.7,0.7,.917,0.2,2.2,2.3,1.1,0.5,0.2,0.8,2.2,9.3,2023
347,331,Daishen Nix,PG,20,HOU,31,0,14.4,1.2,3.4,.356,0.7,2.3,.329,0.5,1.1,.412,.466,0.5,0.7,.696,0.4,1.3,1.6,2.5,0.7,0.1,1.4,0.9,3.6,2023
348,332,Zeke Nnaji,PF,22,DEN,25,2,10.5,1.6,2.8,.586,0.1,0.6,.188,1.5,2.2,.704,.607,0.6,0.7,.778,1.0,0.6,1.6,0.2,0.2,0.2,0.5,1.6,4.0,2023
349,333,Nerlens Noel,C,28,DET,7,0,9.0,0.6,1.9,.308,0.0,0.0,,0.6,1.9,.308,.308,0.6,0.9,.667,0.4,2.3,2.7,0.4,0.9,0.3,0.4,1.3,1.7,2023
350,334,Jaylen Nowell,SG,23,MIN,37,0,20.1,4.5,10.6,.430,1.2,3.9,.301,3.4,6.6,.506,.486,1.2,1.5,.786,0.8,2.1,2.9,2.1,0.7,0.1,0.9,1.6,11.5,2023
351,335,Frank Ntilikina,PG,24,DAL,18,1,13.2,1.1,3.1,.345,0.4,1.7,.233,0.7,1.4,.480,.409,0.4,0.6,.727,0.1,1.5,1.6,1.3,0.2,0.1,0.7,1.5,2.9,2023
352,336,Kendrick Nunn,PG,27,LAL,28,2,11.6,2.0,5.5,.364,0.8,2.7,.307,1.2,2.8,.418,.438,0.4,0.5,.923,0.0,1.0,1.1,0.9,0.2,0.0,1.0,0.8,5.3,2023
353,337,Jusuf Nurkić,C,28,POR,30,30,28.8,5.5,10.2,.541,0.9,1.9,.464,4.6,8.3,.558,.584,2.9,4.3,.680,2.5,7.4,9.9,3.0,0.8,1.0,2.4,3.5,14.8,2023
354,338,Jordan Nwora,SF,24,MIL,26,3,16.6,2.0,5.5,.368,1.0,2.8,.365,1.0,2.7,.371,.462,1.1,1.3,.848,0.8,2.3,3.1,1.0,0.3,0.1,0.9,0.8,6.2,2023
355,339,Royce O'Neale,SF,29,BRK,34,34,35.1,3.4,8.1,.413,2.4,5.4,.432,1.0,2.7,.374,.558,0.5,0.7,.640,0.7,4.1,4.9,4.2,0.9,0.7,1.7,3.2,9.5,2023
356,340,Chuma Okeke,PF,24,ORL,18,7,21.8,1.8,4.8,.368,1.0,3.3,.300,0.8,1.5,.519,.471,0.9,1.2,.762,1.2,3.1,4.2,1.4,0.6,0.5,0.5,1.9,5.4,2023
357,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
358,341,Josh Okogie,SG,24,PHO,32,1,11.9,1.5,3.7,.402,0.4,1.6,.240,1.1,2.1,.522,.453,1.1,1.5,.735,1.4,1.5,2.9,1.1,0.6,0.4,0.7,1.4,4.4,2023
359,342,Onyeka Okongwu,C,22,ATL,35,8,22.8,3.7,5.9,.624,0.0,0.1,.000,3.7,5.8,.634,.624,1.7,2.4,.735,2.6,4.4,7.0,0.9,0.6,1.0,0.9,3.1,9.1,2023
360,343,Isaac Okoro,SG,22,CLE,37,8,18.9,1.8,4.0,.443,0.5,1.9,.246,1.3,2.2,.613,.500,1.0,1.2,.826,0.5,1.7,2.2,0.8,0.6,0.4,0.6,1.8,5.1,2023
361,344,KZ Okpala,PF,23,SAC,23,3,7.9,0.6,1.2,.464,0.2,0.6,.385,0.3,0.7,.533,.554,0.3,0.3,1.000,0.3,1.0,1.2,0.4,0.2,0.3,0.3,1.3,1.6,2023
362,345,Victor Oladipo,SG,30,MIA,11,1,26.3,3.2,8.4,.380,1.3,4.5,.280,1.9,3.8,.500,.457,1.7,2.3,.760,0.4,2.4,2.7,2.9,1.8,0.3,1.3,2.5,9.4,2023
363,346,Kelly Olynyk,PF,31,UTA,35,35,28.7,4.1,8.1,.512,1.5,3.5,.426,2.7,4.6,.578,.604,2.9,3.4,.833,1.2,3.7,4.9,3.2,1.1,0.6,2.3,3.9,12.6,2023
364,347,Eugene Omoruyi,SF,25,OKC,17,1,11.6,2.0,4.3,.466,0.5,1.6,.286,1.5,2.6,.578,.521,0.8,1.1,.684,0.9,1.5,2.4,0.5,0.7,0.0,0.7,2.2,5.2,2023
365,348,Cedi Osman,SF,27,CLE,35,0,22.9,3.6,7.6,.470,1.4,4.1,.338,2.2,3.5,.621,.560,1.1,1.6,.673,0.3,2.3,2.7,1.6,0.5,0.1,0.9,1.9,9.6,2023
366,349,Kelly Oubre Jr.,SF,27,CHO,35,30,32.6,7.5,17.8,.421,2.3,7.4,.308,5.2,10.4,.503,.486,2.9,4.0,.714,1.5,3.6,5.1,1.2,1.6,0.4,1.3,3.0,20.2,2023
367,350,Chris Paul,PG,37,PHO,23,23,31.6,4.3,10.3,.418,1.7,4.3,.384,2.7,6.0,.442,.498,2.7,3.5,.788,0.5,3.9,4.3,9.0,1.5,0.3,2.2,2.4,13.0,2023
368,351,Cameron Payne,PG,28,PHO,26,14,24.8,4.7,11.4,.416,1.8,4.8,.387,2.9,6.6,.436,.497,1.4,1.8,.766,0.3,2.0,2.4,5.3,1.0,0.2,2.0,2.1,12.7,2023
369,352,Theo Pinson,SG,27,DAL,16,0,4.7,0.3,1.1,.235,0.2,0.8,.250,0.1,0.3,.200,.324,0.3,0.4,.833,0.1,1.2,1.3,0.3,0.1,0.0,0.2,0.3,1.0,2023
370,353,Scotty Pippen Jr.,PG,22,LAL,3,0,7.7,0.3,2.3,.143,0.3,0.7,.500,0.0,1.7,.000,.214,1.3,2.0,.667,0.7,0.7,1.3,0.3,0.3,0.3,0.7,1.0,2.3,2023
371,354,Mason Plumlee,C,32,CHO,37,37,27.6,4.1,6.5,.629,0.0,0.0,,4.1,6.5,.629,.629,2.4,4.0,.584,3.4,5.8,9.2,3.7,0.7,0.7,1.6,3.2,10.5,2023
372,355,Jakob Poeltl,C,27,SAS,28,28,26.4,5.4,8.2,.655,0.0,0.0,,5.4,8.2,.655,.655,1.6,2.9,.563,3.4,5.8,9.3,3.0,0.8,1.1,2.1,2.6,12.3,2023
373,356,Aleksej Pokusevski,PF,21,OKC,31,25,21.8,3.5,7.8,.440,1.2,3.3,.376,2.2,4.6,.486,.519,0.7,1.1,.636,1.5,3.6,5.1,2.0,0.6,1.3,1.3,1.8,8.8,2023
374,357,Jordan Poole,SG,23,GSW,37,18,29.3,6.9,15.9,.434,2.5,7.9,.315,4.4,8.0,.551,.512,4.1,4.7,.867,0.3,1.9,2.2,4.3,0.7,0.2,3.5,2.4,20.3,2023
375,358,Kevin Porter Jr.,PG,22,HOU,35,35,34.3,6.7,15.5,.434,2.1,6.1,.341,4.6,9.4,.494,.501,3.9,5.0,.776,1.4,4.1,5.5,5.8,1.3,0.4,3.7,2.8,19.4,2023
376,359,Michael Porter Jr.,SF,24,DEN,21,21,29.3,6.1,13.0,.469,2.8,6.7,.411,3.3,6.3,.530,.575,1.6,2.1,.750,1.1,5.0,6.1,1.3,0.7,0.5,1.2,2.6,16.5,2023
377,360,Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,.500,0.8,2.1,.353,1.1,1.6,.692,.600,1.0,1.0,1.000,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5,2023
378,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
379,361,Bobby Portis,PF,27,MIL,35,8,26.2,5.9,11.8,.496,1.1,3.6,.317,4.7,8.2,.575,.545,1.0,1.3,.778,2.6,7.5,10.1,1.8,0.3,0.3,1.1,1.7,13.9,2023
380,362,Kristaps Porziņģis,PF,27,WAS,33,33,33.0,7.4,15.5,.476,1.8,5.5,.339,5.5,10.1,.550,.535,5.5,6.9,.799,2.0,7.0,9.1,2.5,1.0,1.6,2.2,3.0,22.2,2023
381,363,Micah Potter,PF,24,UTA,3,0,4.7,0.7,0.7,1.000,0.0,0.0,,0.7,0.7,1.000,1.000,0.0,0.0,,0.3,0.7,1.0,0.7,0.0,0.0,0.0,0.7,1.3,2023
382,364,Dwight Powell,C,31,DAL,32,23,17.6,2.3,3.2,.723,0.0,0.1,.000,2.3,3.1,.737,.723,1.4,2.1,.667,1.9,1.7,3.6,0.6,0.5,0.4,0.8,2.8,5.9,2023
383,365,Norman Powell,SG,29,LAC,28,5,24.9,5.3,11.0,.477,1.6,4.2,.385,3.6,6.8,.534,.550,3.1,4.1,.772,0.4,2.5,2.9,1.7,0.8,0.4,1.9,1.9,15.3,2023
384,366,Jason Preston,PG,23,LAC,5,0,8.8,1.2,3.2,.375,0.4,1.6,.250,0.8,1.6,.500,.438,0.0,0.4,.000,0.2,0.8,1.0,1.6,0.0,0.0,0.8,0.8,2.8,2023
385,367,Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,.346,0.8,3.0,.250,1.5,3.5,.429,.404,1.8,2.3,.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0,2023
386,368,Taurean Prince,SF,28,MIN,18,0,19.6,2.8,5.7,.495,1.2,3.0,.389,1.7,2.7,.612,.597,1.1,1.2,.864,0.3,2.2,2.5,1.2,0.3,0.2,1.2,2.4,7.9,2023
387,369,Payton Pritchard,PG,25,BOS,22,1,10.3,1.5,3.9,.395,0.8,2.3,.333,0.8,1.6,.486,.494,0.3,0.5,.700,0.5,0.8,1.3,1.1,0.3,0.0,0.7,0.4,4.2,2023
388,370,Trevelin Queen,PG,25,IND,2,0,10.0,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,0.5,1.0,1.5,1.0,0.5,0.5,1.5,0.5,0.0,2023
389,371,Neemias Queta,C,23,SAC,4,0,6.3,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,0.0,0.5,.000,1.0,1.3,2.3,0.3,0.0,0.3,0.3,1.8,3.0,2023
390,372,Immanuel Quickley,PG,23,NYK,37,4,25.5,4.0,10.0,.403,1.6,4.8,.331,2.4,5.2,.469,.482,2.1,2.4,.844,0.6,3.3,3.9,3.4,1.0,0.1,1.3,2.0,11.7,2023
391,373,Julius Randle,PF,28,NYK,37,37,34.8,8.1,17.2,.469,2.6,7.5,.349,5.5,9.7,.563,.546,5.3,6.9,.759,2.1,7.7,9.7,3.8,0.7,0.3,2.6,3.1,24.1,2023
392,374,Austin Reaves,SG,24,LAL,34,11,29.0,3.4,6.9,.492,1.3,3.5,.361,2.1,3.4,.624,.583,2.6,2.8,.906,0.6,2.3,2.9,2.1,0.6,0.4,1.4,1.7,10.6,2023
393,375,Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,.449,0.9,2.8,.304,2.2,4.0,.550,.511,1.5,1.7,.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4,2023
394,376,Davon Reed,SG,27,DEN,23,1,10.3,0.8,2.5,.310,0.5,1.5,.353,0.3,1.0,.250,.414,0.5,0.7,.688,0.3,1.2,1.5,0.6,0.3,0.1,0.6,1.2,2.6,2023
395,377,Paul Reed,C,23,PHI,30,0,9.5,1.2,2.3,.536,0.0,0.1,.000,1.2,2.2,.561,.536,0.3,0.4,.667,1.1,2.0,3.1,0.4,0.7,0.6,0.6,2.0,2.7,2023
396,378,Naz Reid,C,23,MIN,31,4,18.1,4.2,7.7,.546,1.0,2.8,.360,3.2,5.0,.649,.610,1.1,1.8,.636,0.9,3.9,4.8,1.0,0.5,1.0,1.2,2.3,10.6,2023
397,379,Nick Richards,C,25,CHO,34,0,18.4,3.3,5.4,.617,0.0,0.0,,3.3,5.4,.617,.617,2.1,2.9,.727,2.9,3.4,6.2,0.6,0.2,0.8,0.8,2.3,8.8,2023
398,380,Josh Richardson,SG,29,SAS,26,3,22.7,3.6,8.8,.404,1.7,4.7,.350,1.9,4.1,.467,.498,1.5,1.7,.864,0.6,1.8,2.4,3.0,0.8,0.1,1.6,1.6,10.3,2023
399,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
400,381,Austin Rivers,SG,30,MIN,27,9,19.7,1.8,4.0,.454,0.9,2.3,.393,0.9,1.7,.532,.565,0.8,0.9,.880,0.1,1.6,1.7,1.2,0.5,0.0,0.6,1.7,5.3,2023
401,382,Duncan Robinson,SF,28,MIA,27,0,18.4,2.4,6.3,.374,1.7,5.0,.338,0.7,1.3,.514,.509,0.7,0.8,.909,0.3,1.7,2.0,1.2,0.3,0.0,0.7,2.0,7.2,2023
402,383,Mitchell Robinson,C,24,NYK,29,28,26.1,3.2,4.5,.718,0.0,0.0,,3.2,4.5,.718,.718,1.1,2.0,.542,4.3,4.5,8.8,1.0,0.8,1.8,0.6,2.9,7.6,2023
403,384,Orlando Robinson,C,22,MIA,10,0,15.7,2.3,4.3,.535,0.0,0.5,.000,2.3,3.8,.605,.535,1.1,1.4,.786,1.6,2.3,3.9,1.2,0.6,0.5,0.6,2.1,5.7,2023
404,385,Jeremiah Robinson-Earl,PF,22,OKC,26,18,21.1,3.3,6.7,.489,1.1,2.9,.382,2.2,3.8,.571,.572,0.8,1.1,.786,2.0,3.0,5.0,1.0,0.7,0.4,0.6,1.9,8.5,2023
405,386,Isaiah Roby,PF,24,SAS,28,1,11.0,1.6,3.5,.449,0.5,1.5,.333,1.1,2.0,.536,.520,0.4,0.8,.435,0.4,2.0,2.4,1.1,0.4,0.2,0.6,1.2,4.0,2023
406,387,David Roddy,PF,21,MEM,33,1,18.8,2.4,6.1,.396,0.9,3.3,.273,1.5,2.8,.543,.470,0.6,1.0,.636,0.6,2.1,2.7,0.7,0.4,0.3,0.9,1.5,6.4,2023
407,388,Ryan Rollins,PG,20,GSW,11,0,5.5,0.5,1.7,.316,0.3,0.8,.333,0.3,0.9,.300,.395,0.5,0.5,1.000,0.2,0.7,0.9,0.5,0.1,0.1,1.5,0.9,1.9,2023
408,389,Derrick Rose,PG,34,NYK,26,0,12.9,2.3,6.0,.394,0.7,2.3,.317,1.6,3.7,.442,.455,0.4,0.5,.917,0.3,1.2,1.5,1.8,0.3,0.2,0.8,0.7,5.8,2023
409,390,Terrence Ross,SG,31,ORL,33,9,23.0,3.1,7.6,.412,1.4,4.0,.344,1.8,3.6,.487,.502,0.4,0.5,.706,0.3,1.7,2.0,1.3,0.6,0.2,1.0,1.4,8.0,2023
410,391,Terry Rozier,PG,28,CHO,27,27,35.8,7.4,19.1,.389,2.3,7.6,.307,5.1,11.6,.442,.450,2.6,3.0,.841,1.1,3.3,4.4,5.4,0.7,0.2,2.5,1.9,19.8,2023
411,392,D'Angelo Russell,PG,26,MIN,35,35,32.9,6.1,13.4,.458,2.3,6.5,.349,3.9,6.9,.563,.544,2.4,2.9,.842,0.5,2.7,3.2,6.5,1.1,0.5,2.8,2.2,17.0,2023
412,393,Matt Ryan,SF,25,TOT,21,0,9.0,1.0,3.4,.310,0.9,2.5,.346,0.2,0.9,.211,.437,0.3,0.3,.857,0.2,0.8,1.0,0.4,0.2,0.0,0.2,0.8,3.2,2023
413,393,Matt Ryan,SF,25,LAL,12,0,10.8,1.3,4.1,.306,1.1,2.9,.371,0.2,1.2,.143,.439,0.3,0.4,.800,0.2,1.0,1.2,0.3,0.2,0.0,0.3,1.2,3.9,2023
414,393,Matt Ryan,SF,25,MIN,9,0,6.7,0.8,2.4,.318,0.6,1.9,.294,0.2,0.6,.400,.432,0.2,0.2,1.000,0.2,0.6,0.8,0.4,0.2,0.1,0.2,0.2,2.3,2023
415,394,Domantas Sabonis,PF,26,SAC,33,33,33.8,6.8,10.9,.628,0.5,1.2,.450,6.3,9.7,.650,.653,4.4,5.9,.740,2.9,9.4,12.3,6.7,0.8,0.5,2.6,3.6,18.6,2023
416,395,Dario Šarić,PF,28,PHO,19,3,10.6,1.3,3.6,.348,0.5,1.6,.333,0.7,2.1,.359,.420,0.6,0.7,.857,0.8,1.9,2.8,0.9,0.2,0.1,0.6,1.3,3.7,2023
417,396,Jordan Schakel,SF,24,WAS,2,0,3.0,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.5,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,2023
418,397,Admiral Schofield,PF,25,ORL,24,0,13.1,1.7,3.7,.466,0.8,2.2,.340,1.0,1.5,.657,.568,0.6,0.7,.882,0.8,1.3,2.0,0.8,0.3,0.1,0.2,2.0,4.8,2023
419,398,Dennis Schröder,PG,29,LAL,22,19,27.4,3.7,8.5,.441,1.0,3.1,.338,2.7,5.4,.500,.503,2.1,2.3,.902,0.2,2.0,2.1,3.9,0.5,0.0,1.8,2.2,10.6,2023
420,399,Dereon Seabron,SG,22,NOP,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
421,400,Alperen Şengün,C,20,HOU,32,29,26.4,5.6,10.1,.551,0.2,0.8,.200,5.4,9.3,.581,.559,3.0,3.8,.795,3.3,5.4,8.7,2.5,0.7,0.9,2.1,3.3,14.3,2023
422,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
423,401,Collin Sexton,SG,24,UTA,32,10,24.1,4.8,9.8,.487,1.0,2.6,.386,3.8,7.2,.524,.538,3.6,4.2,.844,0.8,1.4,2.2,2.9,0.6,0.1,1.7,2.4,14.1,2023
424,402,Landry Shamet,SG,25,PHO,25,2,19.5,3.0,7.6,.402,2.1,5.4,.388,1.0,2.2,.436,.540,1.2,1.4,.912,0.3,1.0,1.3,2.0,0.6,0.2,0.9,1.4,9.4,2023
425,403,Day'Ron Sharpe,C,21,BRK,19,1,8.3,1.4,2.5,.542,0.2,0.3,.800,1.2,2.3,.512,.583,0.6,0.9,.706,1.2,1.9,3.1,0.5,0.2,0.5,0.7,1.6,3.6,2023
426,404,Shaedon Sharpe,SG,19,POR,34,5,19.4,3.1,6.7,.469,0.9,2.5,.341,2.3,4.2,.545,.533,0.5,0.8,.630,0.8,1.6,2.5,0.4,0.3,0.2,0.6,1.4,7.6,2023
427,405,Pascal Siakam,C,28,TOR,26,26,37.0,9.3,19.2,.484,1.4,4.1,.336,7.9,15.0,.524,.520,6.6,8.5,.777,1.8,6.5,8.3,6.7,1.0,0.5,2.4,3.3,26.5,2023
428,406,Ben Simmons,PG,26,BRK,26,21,27.0,3.7,6.1,.604,0.0,0.0,.000,3.7,6.1,.608,.604,0.7,1.6,.429,1.1,5.5,6.6,5.8,1.3,0.5,2.2,3.4,8.1,2023
429,407,Marko Simonovic,C,23,CHI,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
430,408,Anfernee Simons,SG,23,POR,33,33,35.9,7.9,18.2,.437,3.9,10.2,.382,4.1,8.0,.506,.543,2.6,2.9,.897,0.3,2.7,3.0,4.0,0.8,0.2,2.2,2.5,22.4,2023
431,409,Jericho Sims,C,24,NYK,29,2,12.4,1.7,2.2,.794,0.0,0.0,,1.7,2.2,.794,.794,0.3,0.3,.800,1.9,2.5,4.3,0.3,0.2,0.6,0.4,1.7,3.7,2023
432,410,Marcus Smart,PG,28,BOS,32,32,33.2,4.1,9.5,.433,1.8,5.3,.345,2.3,4.2,.545,.530,1.4,1.8,.772,0.6,2.7,3.3,7.4,1.4,0.4,2.3,2.8,11.5,2023
433,411,Dennis Smith Jr.,PG,25,CHO,15,11,27.9,4.1,8.9,.463,0.7,2.0,.333,3.5,6.9,.500,.500,0.4,0.8,.500,0.6,2.7,3.3,5.7,1.8,0.7,1.5,2.3,9.3,2023
434,412,Dru Smith,SG,25,MIA,5,1,13.4,1.0,2.8,.357,0.2,1.2,.167,0.8,1.6,.500,.393,0.0,0.0,,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2,2023
435,413,Ish Smith,PG,34,DEN,15,0,9.6,1.3,3.3,.400,0.1,0.4,.333,1.2,2.9,.409,.420,0.1,0.1,.500,0.1,0.9,1.0,2.0,0.3,0.4,1.0,0.7,2.9,2023
436,414,Jabari Smith Jr.,PF,19,HOU,35,35,29.9,4.3,11.0,.388,1.9,5.8,.335,2.3,5.2,.448,.477,1.7,2.0,.829,1.3,5.7,7.0,0.9,0.5,0.9,1.3,3.1,12.1,2023
437,415,Jalen Smith,PF,22,IND,36,27,20.6,3.7,8.3,.451,1.0,3.6,.279,2.7,4.7,.583,.512,1.5,2.0,.775,1.7,4.5,6.1,1.0,0.4,1.0,1.3,2.1,10.0,2023
438,416,Jeremy Sochan,PF,19,SAS,30,27,25.2,3.8,8.1,.467,0.4,2.1,.210,3.4,6.1,.555,.494,1.0,1.7,.588,1.6,3.2,4.8,2.4,0.8,0.5,1.5,2.7,9.0,2023
439,417,Jaden Springer,PG,20,PHI,5,0,3.0,0.6,1.4,.429,0.0,0.0,,0.6,1.4,.429,.429,0.2,0.4,.500,0.4,0.6,1.0,0.0,0.0,0.4,0.2,0.8,1.4,2023
440,418,Lamar Stevens,PF,25,CLE,21,17,23.0,2.6,6.1,.419,0.7,2.1,.311,1.9,4.0,.476,.473,0.8,1.2,.654,0.8,3.3,4.0,0.7,0.4,0.4,0.7,1.3,6.6,2023
441,419,Isaiah Stewart,C,21,DET,32,32,28.2,4.0,8.7,.462,1.5,4.2,.366,2.5,4.5,.552,.551,2.1,2.8,.747,2.2,5.7,7.9,1.2,0.4,0.7,1.3,2.7,11.7,2023
442,420,Max Strus,SF,26,MIA,35,20,30.6,4.7,11.6,.406,2.7,8.0,.339,2.0,3.6,.556,.523,0.9,1.1,.821,0.5,2.8,3.3,1.9,0.7,0.2,0.9,2.1,13.1,2023
443,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
